Context (stripped away),Speaker,English,Translated,File name,Line number
,,If <b>Captain Molstrom<b><nl>truly aims to attack Advent...,如果<b>摩斯特罗舰长<b>真的要攻击<nl>爱文德城……,Dungeon1/IntroFinalRoom,292
,,...We must stop it in any way we can!,……我们得尽全力阻止他！,Dungeon1/IntroFinalRoom,297
,,"I, Alphonse, would be proud to join your ranks!",我，阿尔冯斯，非常荣幸能够<nl>加入你的队伍！,Dungeon1/IntroFinalRoom,302
,,"I knew we could count on you, Alphonse!<nl><30>Right, Otus!?",我就知道你很可靠，阿尔冯斯！<nl><30>对吧，欧图斯！？,Dungeon1/IntroFinalRoom,323
,,"Now,<30> let's go!",现在，<30>我们走吧！,Dungeon1/IntroFinalRoom,355
,,We gotta get to the <b>Control room<b>!,我们要进入<b>控制室<b>了！,Dungeon1/IntroFinalRoom,355
,,"Hmm, I seem to be stuck here.",嗯，我似乎被困住了。,Dungeon1/Alphonse/doorBrick2Predicament,11
,,Not the elegant sortie I was hoping for.,我还以为很容易就能出去。,Dungeon1/Alphonse/doorBrick2Predicament,11
,,"Perhaps you can find a way forth, little one?",也许你能找到前进的方法，小家伙？,Dungeon1/Alphonse/doorBrick2Predicament,20
,,The lessons of history must be preserved.,历史的教训应当被传承。,GoldenCoins/D1,9
,,Even when that history is a terrible one.,即使那段历史不怎么光彩。,GoldenCoins/D1,15
,,"With this token, you hold the key.",拥有令牌，你就拥有了钥匙。,GoldenCoins/D1,21
,,Find me at the Sanctuary.,在庇护所与我相见。,GoldenCoins/D1,27
,,And you will see what once was.,你会看到过去的景象。,GoldenCoins/D1,33
,,And what became of our fragile dreams.,以及我们脆弱梦想所带来的结果。,GoldenCoins/D1,39
,,"Guys, I don't think we should leave just yet.",伙计们，我觉得我们还不能离开。,Dungeon1/StopAlphonse,42
,,Leaving the Owl Temple before we've<nl>reached <b>Advent<b> seems like a bad idea.,在我们到达<b>爱文德城<b>前最好不<nl>要离开猫头鹰神殿。,Dungeon1/StopAlphonse,47
,,...And I don't want to anger Asio more than we need to.,……而且我也不想让艾西欧生<nl>不必要的气。,Dungeon1/StopAlphonse,52
,,Aye! I will stay behind and look for a way out.,赞成！我会待在这里另找出路。,Dungeon1/StopAlphonse,61
,,"I won't stray too far from this<nl>vicinity, in case you should return!",我不会走远的，以免你回来时<nl>找不到我！,Dungeon1/StopAlphonse,61
,,"I'll come with you if you need me Otus, but<nl>finding <b>Advent<b> should be our first priority!",如果你有需要的话，我会跟你一<nl>起去，欧图斯，不过我们最优先<nl>的任务是找到去<b>爱文德城<b>的路！,Dungeon1/StopAlphonse,71
,,???,？？？,Dungeon1/Guardian/examineStatue,12
,,"Um, Otus...",嗯，欧图斯……,Dungeon1/Guardian/chaseStart,84
,,What was that???,那是什么？？,Dungeon1/Guardian/chaseStart,103
,,Oh my!,哦我的天！,Dungeon1/Guardian/chaseEnd,79
,,Guys!!! S-Stand back!,伙计们！！！往、往后退！,Dungeon1/Guardian/chaseEnd,104
,,Ahhhhhh!,啊啊啊啊！！,Dungeon1/Guardian/chaseEnd,120
,,"Master Otus, <45>Master Geddy.",欧图斯少爷，<45>格迪少爷。,Dungeon1/Guardian/chaseEnd,144
,,"Alphonse, <30>are we dead?",阿尔冯斯，<30>我们死了吗？,Dungeon1/Guardian/chaseEnd,148
,,I think you can open your eyes.,你可以睁开眼睛了。,Dungeon1/Guardian/chaseEnd,152
,,AH!!!,啊！！！,Dungeon1/Guardian/chaseEnd,201
,,What happened to it?,那东西怎么了？,Dungeon1/Guardian/chaseEnd,209
,,It just froze in place...<30><nl>I don't think the water did it any good.,它凝固在那了……<30>我想它不怎<nl>么防水。,Dungeon1/Guardian/chaseEnd,223
,,Is this another relic left here by the <b>owls<b>?,这是<b>猫头鹰<b>遗留下来的另一件圣物吗？,Dungeon1/Guardian/chaseEnd,231
,,"Hmmm, <30>I wonder<10>.<10>.<10>.",嗯，<30>我想<10>…<10>…<10>…,Dungeon1/Guardian/chaseEnd,236
,,"Um, Master Geddy,",嗯，格迪少爷。,Dungeon1/Guardian/chaseEnd,284
,,W-What are you doing?,你、你在做什么？,Dungeon1/Guardian/chaseEnd,284
,,OK! <30>YEAH! <30>Bad idea!,好吧！<30>你说的没错！<30>这不是个<nl>好主意！,Dungeon1/Guardian/chaseEnd,309
,,"Let's <b>move<b> guys, before it does.",我们<b>快走<b>吧，伙计们，趁它还<nl>不能动。,Dungeon1/Guardian/chaseEnd,314
,,Hey! Over there!,嗨！看那边！,Dungeon1/discoverWindMachine,33
,,It's the <b>Control room<b>! But...,是<b>控制室<b>！但……,Dungeon1/discoverWindMachine,44
,,All this machinery...,这里的全部机器……,Dungeon1/discoverWindMachine,66
,,It looks like it's been broken for decades...,看起来都像是坏了几十年……,Dungeon1/discoverWindMachine,66
,,But then<10>.<10>.<10>. <30>Shouldn't the temple be closed off?,可这样的话<10>…<10>…<10>…<30>神殿不早就<nl>停止运行了吗？,Dungeon1/discoverWindMachine,66
,,The Professor said that this machine was blowing the islands apart...,可教授说是这些机器在吹开岛屿……,Dungeon1/discoverWindMachine,66
,,Could he have been wrong..?,他会不会弄错了……？,Dungeon1/discoverWindMachine,66
,,"We have to hurry up, guys!",我们得快点，伙计们！,Dungeon1/discoverWindMachine,82
,,If we can't use this machine to<nl>slow the pirates down<10>.<10>.<10>.,要是我们无法利用这些机器拖<nl>慢海盗的行动<10>…<10>…<10>…,Dungeon1/discoverWindMachine,82
,,...They'll have a clear path to <15><b>Advent<b>!,……他们就能畅通无阻地抵达<nl><15><b>爱文德城<b>了！,Dungeon1/discoverWindMachine,88
,,We might already be too late!,我们可能已经太迟了！,Dungeon1/discoverWindMachine,88
,,Let's go!,我们走吧！,Dungeon1/discoverWindMachine,102
,,"Oh!<20> Hello, Otus.",哦！<20>你好，欧图斯。,Dungeon1/Top/tobyCheck,11
,,What brings you up here?,是什么风把你给吹到这儿？,Dungeon1/Top/tobyCheck,11
,,"Well, now that the islands are coming apart<nl>and the rocks are floating upwards...",如今岛屿四散，石头正不断地<nl>往上浮起……,Dungeon1/Top/tobyCheck,20
,,I figured it was time to come back here.,我觉得是时候回到这里。,Dungeon1/Top/tobyCheck,20
,,To remember.,缅怀一下过去。,Dungeon1/Top/tobyCheck,20
,,"I grew up here in Advent, Otus.",我是在爱文德城长大的，欧图斯。,Dungeon1/Top/tobyCheck,30
,,This is where I learned how to swim.,我在这里学会了怎么游泳。,Dungeon1/Top/tobyCheck,30
,,"How to build a house, how to fish.",怎么建房子，怎么钓鱼。,Dungeon1/Top/tobyCheck,30
,,That sort of thing.,以及很多这样事情。,Dungeon1/Top/tobyCheck,30
,,I could never stop working back then.,那时的我就是闲不下来。,Dungeon1/Top/tobyCheck,30
,,Always had somethin' to do.,总有事情可做。,Dungeon1/Top/tobyCheck,30
,,It's where I met my wife.,在那里我遇见了我的妻子。,Dungeon1/Top/tobyCheck,43
,,"After that, I didn't<nl>need to work so hard.",从那之后，我就没那么刻苦地<nl>工作了。,Dungeon1/Top/tobyCheck,43
,,I had all I wanted.,我拥有了我想要的一切。,Dungeon1/Top/tobyCheck,43
,,"Can you imagine that, Otus?",你能想象那光景吗，欧图斯？,Dungeon1/Top/tobyCheck,53
,,Such perfect peace.,多么完美平静的生活。,Dungeon1/Top/tobyCheck,53
,,I've missed her for so long now.,虽然事情已经过去很久，但我<nl>心里一直想念着她。,Dungeon1/Top/tobyCheck,80
,,I wish she could have come to<nl>Vellie and seen you grow up.,我曾希望把她带到维里村，一<nl>起看着你长大。,Dungeon1/Top/tobyCheck,88
,,But I buried her up here... In her home.,但我还是把她葬在了这上面……<nl>就在在她家的位置。,Dungeon1/Top/tobyCheck,93
,,And now that home is in ruins.,可现在那个家也变成了废墟。,Dungeon1/Top/tobyCheck,98
,,And the Professor says that the<nl>rest of the world is ending too.,而且教授还说世界的其它地方<nl>也在走向终结。,Dungeon1/Top/tobyCheck,103
,,"I'm glad I met you, Otus.",我很高兴能认识你，欧图斯。,Dungeon1/Top/tobyCheck,137
,,"With you and the other villagers in Vellie,<nl>I've had a life worth living.",有你和其他村民的陪伴，我在<nl>维里村的生活也算是有意义。,Dungeon1/Top/tobyCheck,137
,,Even though the world ended for me years ago.,虽然对我来说世界早在多年前<nl>就已经终结了。,Dungeon1/Top/tobyCheck,137
,,"Thanks for listening to me, Otus.",谢谢你听我唠叨，欧图斯。,Dungeon1/Top/tobyCheck,151
,,I couldn't bring myself to say<nl>goodbye to anyone when I left.,离开村子时我还没来得及和其<nl>它人说再见。,Dungeon1/Top/tobyCheck,151
,,Just took the first ferry I could find!,就这么登上了我能找到的第一艘船。,Dungeon1/Top/tobyCheck,151
,,"But we're like family,<20> all of us in Vellie.",但我们，<20>维里村的所有人，依<nl>然是个大家庭。,Dungeon1/Top/tobyCheck,161
,,And... it was scary to go up here alone.,而且……一个人来这里多少有些害怕。,Dungeon1/Top/tobyCheck,161
,,"Now that you're here, I feel a lot stronger.",现在你来了，这让我安心多了。,Dungeon1/Top/tobyCheck,161
,,"Ahh, feel that breeze, Otus!",啊，感受这清风，欧图斯！,Dungeon1/Top/tobyCheck,175
,,It makes me feel like a young man again!,它让我感觉又年轻了一回！,Dungeon1/Top/tobyCheck,175
,,What's going on here?,这里发生了什么？,adventAttack,107
,,"Uh, where is everyone?",呃，大家都去哪了？,adventAttack,111
,,"Alas, it has come to this.",天啊，事情还是发生了。,adventAttack,123
,,Alphonse?,阿尔冯斯？,adventAttack,139
,,"Listen, you two.<10> I need to hide for now.<20><nl>You cannot be seen with me here.",听着，你俩。<10>我现在要躲起来了。<nl><20>不能被人看到你和我在一起。,adventAttack,155
,,"When the time comes, summon me<nl>with your teleporter, Otus.",时机合适时，再用你的传送器<nl>召唤我，欧图斯。,adventAttack,159
,,I must be off.,我必须走了。,adventAttack,163
,,...What's he thinking<5>.<5>.<5>?,……他在想什么<5>…<5>…<5>？,adventAttack,184
,,"Let's go, Otus!",我们走吧，欧图斯！,adventAttack,193
,,We've gotta check if Asio and the Professor made it in time!,我们要去确认艾西欧和教授是<nl>不是赶得及！,adventAttack,193
,,<b>Otus!<b>,<b>欧图斯！<b>,adventAsioProfessorComplaining,38
,,Don't just stand there! Get inside!,别傻站在那！进来！,adventAsioProfessorComplaining,42
,,"Hurry, you fool!",快点，你个蠢货！,adventAsioProfessorComplaining,55
,,.<10>.<10>?,…<10>…<10>？,Advent/molstromAttacks,43
,,Ha<20> ha<20> ha!,哈<20> 哈<20> 哈！,Advent/molstromAttacks,246
,,"Alright, soldiers!",好了，士兵们！,Advent/sneakOntoFerry,74
,,"It's going to be tough out there,<nl>but we have to succeed!",外面的战况不太乐观，但我们<nl>必须成功！,Advent/sneakOntoFerry,79
,,Are you all ready?,你们都准备好了吗？,Advent/sneakOntoFerry,120
,,Let's move out and save this city!,让我们拯救这座城市吧！,Advent/sneakOntoFerry,125
,,Move it!,过去！,checkAdventPirateAttack,73
,,HEY!,嗨！,checkAdventPirateAttack,112
,,Lay off Otus!,别动欧图斯！,checkAdventPirateAttack,117
,,"Be quiet, Geddy!",安静点，格迪！,checkAdventPirateAttack,129
,,You're both to blame for this!,你俩都有责任！,checkAdventPirateAttack,129
,,What?! <30>What for?,什么？！<30>什么责任？,checkAdventPirateAttack,142
,,You idiots!,你个蠢蛋！,checkAdventPirateAttack,153
,,You were supposed to shut down the Owl Temple!,你应该停止猫头鹰神殿的运作！,checkAdventPirateAttack,153
,,Did you think we sent you<nl>out to have fun?!,你以为我们是派你出去玩的吗？！,checkAdventPirateAttack,153
,,"...Oh, how I wish I could have<nl>sent someone competent instead...",……唉，我真希望当初能派其<nl>它有能力的人去……,checkAdventPirateAttack,174
,,H<20>-hey now...<30> There<nl>was nothing to shut down!,嘿，<20>现在那里……<30>根本没东西<nl>需要关闭！,checkAdventPirateAttack,194
,,The control room was broken...,控制室早就坏了……,checkAdventPirateAttack,194
,,The Owl Temple has been shut down for years!,猫头鹰神殿已经停止运作了好几年了！,checkAdventPirateAttack,194
,,The wind machinery was <30>never<30> active!?,风力机器<30>从来就没有<30>启动过！？,checkAdventPirateAttack,204
,,<15>.<15>.<15>.,<15>…<15>…<15>…,checkAdventPirateAttack,212
,,Don't be ridiculous.<nl><50>We're all familiar with you and<nl>Otus's slackery!,别开玩笑了。<50>我们都很清楚你<nl>和欧图斯喜欢偷懒！,checkAdventPirateAttack,230
,,"Your actions are inexcusable, Otus.<30><nl>You bring shame to owls everywhere.",你们的行为是不可饶恕的，欧图斯。<nl><30>你丢了所有猫头鹰的脸。,checkAdventPirateAttack,230
,,"And most of all,<30> you<nl>bring shame upon me.",最重要的是，<30>你让我蒙羞了。,checkAdventPirateAttack,230
,,"This is quite enough, Asio.",说够了，艾西欧。,checkAdventPirateAttack,251
,,"Rather than blow up on this child,<nl>you should get to work defending Advent!",与其在这大骂孩子，你更该去<nl>保卫爱文德城！,checkAdventPirateAttack,268
,,"Strix, will you stop this silliness?",斯吉克斯，你能阻止这无谓的<nl>争吵吗？,checkAdventPirateAttack,268
,,"Absolutely, Kernelle.",当然，科内尔。,checkAdventPirateAttack,292
,,"Asio, we don't have time for this.<30><nl>As a fellow owl, you should know better!",艾西欧，我们没时间理这些事<nl>了。<30>作为我的同辈，你应该很<nl>清楚事情的轻重！,checkAdventPirateAttack,296
,,The entirety of Captain Molstrom's fleet<nl>is raining down fire upon Advent.,摩斯特罗舰长正带领全体舰队<nl>向爱文德城倾泻弹雨。,checkAdventPirateAttack,296
,,My students and I plan to carry<nl>supplies to the turret gunners<nl>and do repairs.,我的学生和我会准备好补给品<nl>支援炮手，并负责修理的工作。,checkAdventPirateAttack,296
,,"It will be dangerous, but<nl>it's the least we can do.",虽然会有危险，但这是我们最<nl>低限度能帮上忙的事。,checkAdventPirateAttack,296
,,Is there no way to strike<nl>back at the pirates?,没办法反击海盗吗？,checkAdventPirateAttack,308
,,I'm afraid not.,恐怕不行。,checkAdventPirateAttack,316
,,Our only recourse is our turrets. The<nl>pirate <b>Dreadnoughts<b> are too heavily fortified<nl>to assault with our own ships.,我们的武器只有炮塔。海盗的<nl><b>无畏舰<b>防御坚固，我们的船很<nl>难攻破。,checkAdventPirateAttack,316
,,We can only hope that our<nl>turret fire will ward them off.,只有寄希望于我们的炮火能逼<nl>退他们了。,checkAdventPirateAttack,316
,,Bonacci! Fib! Let's go help the turret gunners!,博纳奇！菲本！我们去协助那<nl>些炮手！,checkAdventPirateAttack,316
,,"You and your student should<nl>do the same, Asio!",你和你学生也该这么做，艾西欧！,checkAdventPirateAttack,316
,,If you can.,要是能做到的话。,checkAdventPirateAttack,316
,,Solus<10>.<10>.<10>.<30> You keep guard here.,索鲁思<10>…<10>…<10>…<30>你在这防守。,checkAdventPirateAttack,337
,,S<30>-Shouldn't we evacuate?,我<30>、我们不该撤离吗？,checkAdventPirateAttack,346
,,No.<30> We have to hold Advent.,不，<30>我们必须死守爱文德城。,checkAdventPirateAttack,354
,,Stay here.,留在这里。,checkAdventPirateAttack,354
,,...Y-Yes!,……是、是的。,checkAdventPirateAttack,367
,,I'm off to help too.,我也要去帮忙了。,checkAdventPirateAttack,423
,,Otus.,欧图斯。,checkAdventPirateAttack,448
,,You have caused enough harm.,你造成的损失够多了。,checkAdventPirateAttack,448
,,You will stay in here.,你要留在这里。,checkAdventPirateAttack,448
,,I will lock the door behind me<nl>as I go to help the others.,我等下会把身后的门给锁起来，<nl>之后就会去战场帮忙。,checkAdventPirateAttack,448
,,You are not fit to help the<nl>others protect the city.,协助他人保卫城市的任务不适合你。,checkAdventPirateAttack,448
,,"Kernelle, Solus... please see to it that these<nl>two do not do anything stupid while I'm away.",科内尔、索鲁斯……在我离开<nl>期间请看住这两人，别让他们<nl>再做蠢事。,checkAdventPirateAttack,476
,,.<10>.<10>.<10>,…<10>…<10>…<10>,checkAdventPirateAttack,513
,,Pfft!,切！,checkAdventPirateAttack,518
,,That stuck up old fool.,那个倔强的老顽固。,checkAdventPirateAttack,518
,,We must stop the attack<nl>on the city at once!,我们要立即阻止海盗攻击城市！,checkAdventPirateAttack,598
,,How are we supposed to do that?,但我们该怎么做？,checkAdventPirateAttack,609
,,We've been locked in here.,我们被锁在这了。,checkAdventPirateAttack,613
,,And there's nothing that we<nl>can do against the pirate fleet.,而且我们也无力对抗海盗舰队。,checkAdventPirateAttack,613
,,You must know that.,你也知道这点。,checkAdventPirateAttack,613
,,Nothing we can do?,我们无力对抗？,checkAdventPirateAttack,627
,,"Master Geddy, I do not share<nl>your pessimistic outlook!",格迪少爷，我可不赞同你这种<nl>悲观论点！,checkAdventPirateAttack,627
,,I know <30>precisely how to stop them.,我<30>知道怎么阻止海盗。,checkAdventPirateAttack,652
,,"Hey! <45>You're a pirate, aren't you?",对啊！<45>你不就是个海盗吗？,checkAdventPirateAttack,682
,,Do you perhaps have some<nl>information that could help us?,也许你掌握了一些对我们有用的情报？,checkAdventPirateAttack,682
,,Of course! <30>We need to stop the <15><b>D<3>r<3>e<3>a<3>d<3>n<3>o<3>u<3>g<3>h<3>t<b>.,当然！<30>我们会阻止<15><b>无<10>畏<10>舰<b>。,checkAdventPirateAttack,692
,,Stopping the <b>Dreadnought<b> could stop the entire fleet.,阻止了<b>无畏舰<b>就能阻止<nl>整个舰队。,checkAdventPirateAttack,701
,,"It's a massive ship, <15>but it's got one weakness!",它是一艘巨大的战舰，<15>但它有<nl>一处弱点！,checkAdventPirateAttack,701
,,"We can <b>sneak in through the bomb chutes<b>,<30><nl>and set off an <b>explosive charge<b>.",我们可以<b>从炮管中溜进去<b>，<nl><30>然后引爆<b>炸药包<b>。,checkAdventPirateAttack,711
,,K[1]aboom!!! <45>And Advent would be safe.,咔[1]嘣！！！<45>爱文德城就安全了。,checkAdventPirateAttack,723
,,That sounds very dangerous!,那听起来超危险啊！,checkAdventPirateAttack,732
,,"Otus, Geddy and myself are noble men!",欧图斯、格迪和我自己都是高<nl>尚的人！,checkAdventPirateAttack,754
,,We do not care for trifles such as danger!,我们都不关心自己是否危险这<nl>种小事！,checkAdventPirateAttack,754
,,Madam... <30>Kernelle?<60> Might I ask you<nl>for<30> the keys out of this building?,科内尔……<30>女士？<60>能请你给我<nl>们<30>离开这栋建筑的钥匙吗？,checkAdventPirateAttack,754
,,!,！,checkAdventPirateAttack,767
,,I don't know...,我不知道……,checkAdventPirateAttack,772
,,Do I have any reason to trust you?,有什么理由能相信你？,checkAdventPirateAttack,772
,,I.<10>.<10>.<30> I trust them!,我…<10>…<10>…<30>我相信他们！,checkAdventPirateAttack,785
,,Otus and Geddy are great guys!<30> They wouldn't lie!,欧图斯和格迪是好人！<30>他们不<nl>会撒谎的！,checkAdventPirateAttack,785
,,<10>.<10>.<10>.,<10>…<10>…<10>…,checkAdventPirateAttack,790
,,Give these two brave souls a<nl>chance to show their worth.,给这两个勇敢的灵魂一次展示<nl>自己价值的机会吧。,checkAdventPirateAttack,810
,,Here's a key.,给你钥匙。,checkAdventPirateAttack,850
,,"If anyone asks us, we didn't see you go.",如果有人问起，我会说没看到<nl>你们离开的。,checkAdventPirateAttack,850
,,Good luck out there!,祝你们好运！,checkAdventPirateAttack,856
,,"Let's go, little one!",我们走吧，小家伙！,checkAdventPirateAttack,864
,,"Don't look so down, laddie.<nl>If you made a mistake you'll<nl>make it right in time.",别这么沮丧，小伙子。如果你<nl>犯了错，那就及时纠正它吧。,kernelle,19
,,"Take Asio and the Professor, for instance.",拿艾西欧和教授为例。,kernelle,19
,,They've made plenty of mistakes.,他们也曾犯过许多错误。,kernelle,19
,,Only reason they're able to act all<nl>high and mighty now is because they've worked<nl>hard to set those mistakes right.,他们现在能表现得如此高傲的<nl>唯一原因就是他们努力纠正了<nl>那些错误。,kernelle,19
,,"Listen, lady...",听着，女士……,kernelle,54
,,We didn't do anything wrong!,我们没做错任何事！,kernelle,54
,,We defeated a giant mechanical frog guardian<nl>to get to the control room!,我们打败了巨型机械青蛙守卫<nl>后才去到控制室！,kernelle,54
,,"But when we got there, it was already broken!",但我们到那时，发现东西已经<nl>损坏了！,kernelle,54
,,"Like we said, the machinery wasn't on in the first place!",就像我们说的，机器一开始就<nl>没启动过！,kernelle,54
,,Really?,真的？,kernelle,63
,,Yes!,没错！,kernelle,68
,,That's very interesting!,那就很有意思了！,kernelle,73
,,It's been thought that the<nl>Owl Temple was responsible for the<nl>islands drifting apart from each other.,人们一直认为是猫头鹰神殿在<nl>让岛屿彼此远离。,kernelle,73
,,"If the temple isn't causing it,<nl><30>then I wonder what is<20>.<20>.<20>?",如果不是神殿在起作用，<30>那是<nl>什么原因呢<20>…<20>…<20>？,kernelle,73
,,I'll have to look into this matter.,我得好好研究下这事。,kernelle,73
,,Where are my manners?,真是失礼了。,kernelle,84
,,My name is Kernelle. I research biology<nl>and teach the children at this school.,我叫科内尔。我专攻生物学，<nl>也在学校里教学生。,kernelle,84
,,And I make rockets and bombs for fun.,平时以做火箭和炸弹为乐。,kernelle,94
,,Umm...,嗯……,kernelle,99
,,"Pleased to meet you, Kernelle.",很高兴认识你，科内尔。,kernelle,99
,,"I'm Geddy, and this is Otus.<nl>We're best buds.",我叫格迪，这是欧图斯。我们<nl>是最好的朋友。,kernelle,99
,,"I tend to speak for him, since he's a mute.",我经常替他说话，因为他不能说话。,kernelle,99
,,"Well, pleased to meet you both.",好吧，很高兴认识你俩。,kernelle,114
,,I sure hope they don't hit my fuel storage...,我真希望他们不要击中我的燃<nl>料库……,kernelle,130
,,That would be quite a kaboom!,不然就会噼里啪啦一通响！,kernelle,130
,,"Oh, don't look so down.",哦，别这么沮丧。,kernelle,143
,,Just try to remain calm<nl>and keep your hopes up.,只要保持冷静并心怀希望。,kernelle,143
,,We'll get through this.,一切就都会过去的。,kernelle,143
,,Good luck out there.,祝你们好运。,kernelle,154
,,Blow those pirates sky high!,把那些海盗炸上天吧！,kernelle,163
,,H-Hey...,嗨、嗨……,School/solusCheck,12
,,"I'm sure you don't want<nl>to talk right now, but...",我知道你现在不想和人说话，<nl>但是……,School/solusCheck,12
,,I want you to know that<30> I believe you.,我想让你知道，<30>我相信你。,School/solusCheck,12
,,"You don't seem like the type to lie, Otus.",你看起来不像是那种会撒谎的<nl>人，欧图斯。,School/solusCheck,12
,,I guess we've both been dumped in here.,我们都被抛弃在这了。,School/solusCheck,23
,,I h-hope this all blows over.,我希、希望这一切都快点过去。,School/solusCheck,23
,,This p-pirate attack seems to be quite huge!,海、海盗的攻势看起来非常猛烈！,School/solusCheck,36
,,I mean...,我是说……,School/solusCheck,36
,,How could it t-turn out like this?,为什么会、会变成这样子？,School/solusCheck,36
,,"I wonder how Strix, Bonacci and Fib are doing...",我想知道斯吉克斯、博纳奇和<nl>菲本在做什么……,School/solusCheck,52
,,A-at least the t-two of us are safe here...,至、至少我、我们两人在这是<nl>安全的……,School/solusCheck,52
,,"I-I can t-tell you want to get out, O-Otus.",我、我知道你、你想出去，<nl>欧、欧图斯。,School/solusCheck,65
,,"If there was ever a time<nl>to call someone for help, it's now.",要是有向别人求助的时机，<nl>那就是现在了。,School/solusCheck,65
,,G-Good luck out there.,祝、祝你好运。,School/solusCheck,77
,,"And, um... be careful!",还有，嗯……小心点。,School/solusCheck,77
,,Ah! Master Otus!,啊！欧图斯少爷！,School/alphonseSavesTheDay,9
,,How perfect that you have summoned me!,你能召唤我真是太好了！,School/alphonseSavesTheDay,14
,,"Quickly, we cannot waste time!",快，我们不能浪费时间！,School/alphonseSavesTheDay,17
,,I must speak with you!,有些话我必须告诉你！,School/alphonseSavesTheDay,20
,,"All of you, in fact!",应该是，告诉你们所有人！,School/alphonseSavesTheDay,23
,,"Man, that was close, guys!",天啊，刚才好险，伙计们！,PirateAttack/introShip,198
,,This invasion is MASSIVE!!!,这次入侵的规模可真大！！！,PirateAttack/introShip,198
,,This battle does not<nl>bode well for your capital at all.,这场战斗你们的首都处在劣势。,PirateAttack/introShip,215
,,We will have to try to make our way through<nl>the siege lines and make a difference.,我们必须突破封锁线，力求改<nl>变现状。,PirateAttack/introShip,215
,,"W-Well, we can't just charge through!",但、但是，我们不能就这么冲<nl>过去啊！,PirateAttack/introShip,232
,,We must try <b>not to be seen<b>.,我们一定<b>不能被发现<b>。,PirateAttack/introShip,248
,,"If these pirates see you,<nl>they will hunt you relentlessly.",要是被这些海盗看到，他们便<nl>会无休止地追击你。,PirateAttack/introShip,260
,,Most pirates are near indestructible.,绝大多数海盗你都是无法战胜。,PirateAttack/introShip,260
,,So please be careful!,所以请务必要小心！,PirateAttack/introShip,260
,,"I'll help out as much as I can, Otus,<nl>but I don't think my pistol will help much here.",我会用尽全力帮你的，欧图斯，<nl>虽然我不觉得我这把小手枪能帮<nl>上忙。,PirateAttack/introShip,275
,,Go get the others.,把其他人救出来。,PirateAttack/trappedGuyByWall,5
,,I'll<10>.<10>.<10>.<30> be right here.,我就<10>…<10>…<10>…<30>在这里等着。,PirateAttack/trappedGuyByWall,5
,,Heya.,嘿呀。,PirateAttack/firstPrisoner,28
,,You need to bring Anne here.,你要把安妮带来。,PirateAttack/firstPrisoner,28
,,I need her to blow up the wall.,我需要她来炸开这堵墙。,PirateAttack/firstPrisoner,28
,,Thanks a lot for the help.,感谢你的帮助。,PirateAttack/firstPrisoner,58
,,I'm going to take Anne back to safety.,我先把安妮带回安全的地方。,PirateAttack/firstPrisoner,58
,,Then it'll be time to look for our squad leader.,然后再去找回我们的小队长。,PirateAttack/firstPrisoner,58
,,I wonder where he went..?,我想知道他去哪了……？,PirateAttack/firstPrisoner,58
,,Thanks a lot.,非常感谢。,PirateAttack/firstPrisoner,73
,,Let's hope Advent is still standing.,希望爱文德城还没被炸毁。,PirateAttack/firstPrisoner,73
,,Good luck out there.,祝你们好运。,PirateAttack/secondPrisoner,41
,,I didn't say thank you.,我还没说谢谢呢。,PirateAttack/secondPrisoner,76
,,I really appreciate that<nl>you helped me out.,真的很感谢你能救我出来。,PirateAttack/secondPrisoner,76
,,You should come visit my home<nl>in Advent when this battle's over.,等战争结束后，请务必来我在<nl>爱文德城的家中做客。,PirateAttack/secondPrisoner,76
,,Good luck out there!,祝你们好运！,PirateAttack/secondPrisoner,97
,,"You're tough, you can make it!",你很坚强，你会成功的！,PirateAttack/secondPrisoner,97
,,Huh!?,哈！？,PirateAttack/bonanzaFreed,60
,,"Oh, <15>excuse me, <30><nl>I was just taking a little nap!",哦，<15>不好意思，<30>我刚小睡了一会！,PirateAttack/bonanzaFreed,60
,,<b>Anne<b>!,<b>安妮<b>！,PirateAttack/bonanzaFreed,75
,,And an owl?,和一只猫头鹰？,PirateAttack/bonanzaFreed,75
,,Well then! <30>Looks like<nl>our backup finally arrived!,好吧！<30>看来我们的增援终于到了！,PirateAttack/bonanzaFreed,105
,,"Thank you for helping, younglings!",感谢你的帮助，年轻人！,PirateAttack/bonanzaFreed,105
,,"Are you alright, lady?",你还好吗，女士？,PirateAttack/bonanzaFreed,111
,,"Aye! <30>Now that I'm out of that cage,<nl>I can finally stretch my old bones.",耶！<30>终于可以从笼子中出来了，<nl>现在我要伸展下这副老筋骨。,PirateAttack/bonanzaFreed,116
,,Gimme a second here!,给我几秒钟！,PirateAttack/bonanzaFreed,116
,,AH!,啊！,PirateAttack/bonanzaFreed,147
,,Yup!,好啦！,PirateAttack/bonanzaFreed,156
,,<15>That <15>feels <10>g<10>o<10>o<10>d!,<15>这<15>感觉<10>太<10>棒<10>了！,PirateAttack/bonanzaFreed,161
,,There might just be a<nl>little use in these old joints yet!,这身老骨头应该还能派上点用场！,PirateAttack/bonanzaFreed,161
,,Might you be able to assist<nl>us through the barricades?,你能协助我们通过门禁吗？,PirateAttack/bonanzaFreed,167
